Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
481825,B00065ELCW,A1KRHCYMFYE8ZQ,Tim C. McNeill,3,3,5,1149292800,Wonderful treats!,"I stumbled on Three Dog Bakery's Vanilla Woofers at Target about five years ago, and have been buying them ever since.  For some reason, Target stopped carrying them, but I still order online because my Dog LOVES these things...Especially the vanilla and peanut woofers.  I have yet to try them all, but they are always fresh and last quite a while.  I was not disappointed and you will not be either."
481842,B00065ELCM,A1KRHCYMFYE8ZQ,Tim C. McNeill,3,3,5,1149292800,My dog can't get enough!,"I stumbled on Three Dog Bakery's Vanilla Woofers at Target about five years ago, and have been buying them ever since.  For some reason, Target stopped carrying them, but I still order online because my Dog LOVES these things...Especially the vanilla and peanut woofers.  I have yet to try them all, but they are always fresh and last quite a while.  I was not disappointed and you will not be either. I also love that they support the Gracie Foundation!"
140211,B0029NIFXK,A1KRI5XPDUGQVI,"Anita C. Kuchera ""Skeat""",0,0,5,1280448000,Great service,This is the only wet cat food that one of our cats will eat and we have been having problems always finding it in our local Wal-Mart.  So I was really pleased when I found that I could order it online and was also able to set up a schedule for monthly delivery.  I was even more pleased when I found that I could adjust the schedule when I needed to order it sooner than expected.  This is a great service for us and we have since set up another schedule for two of their other chicken products.
156671,B0029NIIKK,A1KRI5XPDUGQVI,"Anita C. Kuchera ""Skeat""",0,0,5,1280448000,Great service,This is the only wet cat food that one of our cats will eat and we have been having problems always finding it in our local Wal-Mart.  So I was really pleased when I found that I could order it online and was also able to set up a schedule for monthly delivery.  I was even more pleased when I found that I could adjust the schedule when I needed to order it sooner than expected.  This is a great service for us and we have since set up another schedule for two of their other chicken products.
246955,B0029NIGMA,A1KRI5XPDUGQVI,"Anita C. Kuchera ""Skeat""",0,0,5,1280448000,Great service,This is the only wet cat food that one of our cats will eat and we have been having problems always finding it in our local Wal-Mart.  So I was really pleased when I found that I could order it online and was also able to set up a schedule for monthly delivery.  I was even more pleased when I found that I could adjust the schedule when I needed to order it sooner than expected.  This is a great service for us and we have since set up another schedule for two of their other chicken products.
250107,B0029NII3C,A1KRI5XPDUGQVI,"Anita C. Kuchera ""Skeat""",0,0,5,1280448000,Great service,This is the only wet cat food that one of our cats will eat and we have been having problems always finding it in our local Wal-Mart.  So I was really pleased when I found that I could order it online and was also able to set up a schedule for monthly delivery.  I was even more pleased when I found that I could adjust the schedule when I needed to order it sooner than expected.  This is a great service for us and we have since set up another schedule for two of their other chicken products.
256982,B0029NGY4M,A1KRI5XPDUGQVI,"Anita C. Kuchera ""Skeat""",0,0,5,1280448000,Great service,This is the only wet cat food that one of our cats will eat and we have been having problems always finding it in our local Wal-Mart.  So I was really pleased when I found that I could order it online and was also able to set up a schedule for monthly delivery.  I was even more pleased when I found that I could adjust the schedule when I needed to order it sooner than expected.  This is a great service for us and we have since set up another schedule for two of their other chicken products.
257407,B0029NLV8G,A1KRI5XPDUGQVI,"Anita C. Kuchera ""Skeat""",0,0,5,1280448000,Great service,This is the only wet cat food that one of our cats will eat and we have been having problems always finding it in our local Wal-Mart.  So I was really pleased when I found that I could order it online and was also able to set up a schedule for monthly delivery.  I was even more pleased when I found that I could adjust the schedule when I needed to order it sooner than expected.  This is a great service for us and we have since set up another schedule for two of their other chicken products.
308939,B0029NGX34,A1KRI5XPDUGQVI,"Anita C. Kuchera ""Skeat""",0,0,5,1280448000,Great service,This is the only wet cat food that one of our cats will eat and we have been having problems always finding it in our local Wal-Mart.  So I was really pleased when I found that I could order it online and was also able to set up a schedule for monthly delivery.  I was even more pleased when I found that I could adjust the schedule when I needed to order it sooner than expected.  This is a great service for us and we have since set up another schedule for two of their other chicken products.
107580,B007TJGY4Q,A1KRIW6DIL5DPM,M. Noack,1,1,4,1243987200,disappointing,"You may be wondering what is disappointing about a four star coffee.... This is a better than average brew, reasonably strong while not bitter (so no robusto beans), but the flavour, if ""intense,"" it is not particularly rich. If you love Timothy's Rainforest Espresso & Parisian Nights, this coffee is not in the same league. It is similar to Green Mountain's bold roasts."
195412,B000IUSQDK,A1KRIW6DIL5DPM,M. Noack,1,1,5,1264377600,five star coffee at a one star price,"It's no surprise that there are so few reviews on Amazon for this coffee. While it is one of my favorite bold coffees, probably as good as Timothy's dark roasts (generally $19.00 to $23.00 on amazon in a similar pack); this price, in bulk, is fully 20 cents a serving higher than the 12 pack in my local grocery store. Don't buy it here!"
263069,B006N3HYYS,A1KRIW6DIL5DPM,M. Noack,1,1,4,1243987200,disappointing,"You may be wondering what is disappointing about a four star coffee.... This is a better than average brew, reasonably strong while not bitter (so no robusto beans), but the flavour, if ""intense,"" it is not particularly rich. If you love Timothy's Rainforest Espresso & Parisian Nights, this coffee is not in the same league. It is similar to Green Mountain's bold roasts."
427872,B008FHUFAU,A1KRIW6DIL5DPM,M. Noack,1,1,4,1243987200,disappointing,"You may be wondering what is disappointing about a four star coffee.... This is a better than average brew, reasonably strong while not bitter (so no robusto beans), but the flavour, if ""intense,"" it is not particularly rich. If you love Timothy's Rainforest Espresso & Parisian Nights, this coffee is not in the same league. It is similar to Green Mountain's bold roasts."
252041,B003HAMRHE,A1KRKC9ICP2PQW,"Michael P. Pontacolone ""Nurse/Scholar/Scienti...",2,2,5,1317081600,Low Carb Scrumptiousness,"I heard about these on the Rachel Ray Show, and they are absolutley scrumptious.  Perfect for a low Carb lifestyle."
389129,B002QM9CTA,A1KRKC9ICP2PQW,"Michael P. Pontacolone ""Nurse/Scholar/Scienti...",0,0,5,1317081600,Low Carb Scrumptiousness,"It's hard to find really delicious, really LOW Carb products for the ANA lifestyle.  Look no further.  These are awesome."
76719,B0049ULB78,A1KRL8TCANHHDI,Beth B,2,5,5,1275782400,Way overpriced,"Dark Magic is one of my two favorite k-cups (the other is Green Mountain Sumatran Reserve).  But this is way overpriced at 24 k-cups for 23.49.  I can get 12 k-cups for 6.99 at my local supermarket, why would I buy from Amazon at twice the price?  (And I buy EVERYTHING from Amazon)."
110017,B007PA30ZU,A1KRL8TCANHHDI,Beth B,2,5,5,1275782400,Way overpriced,"Dark Magic is one of my two favorite k-cups (the other is Green Mountain Sumatran Reserve).  But this is way overpriced at 24 k-cups for 23.49.  I can get 12 k-cups for 6.99 at my local supermarket, why would I buy from Amazon at twice the price?  (And I buy EVERYTHING from Amazon)."
130059,B0009YJXTG,A1KRL8TCANHHDI,Beth B,0,0,5,1266710400,My favorite K-Cup,"If it weren't for this K-Cup variety, I would be unhappy I bought my Keurig.  However now that I have found this Green Mountain Sumatra k-cup I am thrilled with my Keurig purchase.  Green Mountain Sumatra is the only K-cup that provided the flavor, strength, and boldness of the Starbucks Sumatra I used to use in my regular coffeemaker (which as someone else mentioned in some other review is now a large paperweight).  One important note:  after some experimentation, what worked for me is to brew 2 Green Mountain Sumatra k-cups on the small setting into my large mug.  So take that into account when thinking about the cost of using this k-cup and your Keurig."
186854,B00474CSVE,A1KRL8TCANHHDI,Beth B,2,5,5,1275782400,Way overpriced,"Dark Magic is one of my two favorite k-cups (the other is Green Mountain Sumatran Reserve).  But this is way overpriced at 24 k-cups for 23.49.  I can get 12 k-cups for 6.99 at my local supermarket, why would I buy from Amazon at twice the price?  (And I buy EVERYTHING from Amazon)."
291968,B001EO5Y8Y,A1KRL8TCANHHDI,Beth B,2,5,5,1275782400,Way overpriced,"Dark Magic is one of my two favorite k-cups (the other is Green Mountain Sumatran Reserve).  But this is way overpriced at 24 k-cups for 23.49.  I can get 12 k-cups for 6.99 at my local supermarket, why would I buy from Amazon at twice the price?  (And I buy EVERYTHING from Amazon)."
529708,B0032CB15Q,A1KRL8TCANHHDI,Beth B,2,5,5,1275782400,Way overpriced,"Dark Magic is one of my two favorite k-cups (the other is Green Mountain Sumatran Reserve).  But this is way overpriced at 24 k-cups for 23.49.  I can get 12 k-cups for 6.99 at my local supermarket, why would I buy from Amazon at twice the price?  (And I buy EVERYTHING from Amazon)."
548761,B001M2BM4I,A1KRL8TCANHHDI,Beth B,2,5,5,1275782400,Way overpriced,"Dark Magic is one of my two favorite k-cups (the other is Green Mountain Sumatran Reserve).  But this is way overpriced at 24 k-cups for 23.49.  I can get 12 k-cups for 6.99 at my local supermarket, why would I buy from Amazon at twice the price?  (And I buy EVERYTHING from Amazon)."
549816,B004779XNW,A1KRL8TCANHHDI,Beth B,2,5,5,1275782400,Way overpriced,"Dark Magic is one of my two favorite k-cups (the other is Green Mountain Sumatran Reserve).  But this is way overpriced at 24 k-cups for 23.49.  I can get 12 k-cups for 6.99 at my local supermarket, why would I buy from Amazon at twice the price?  (And I buy EVERYTHING from Amazon)."
58969,B000ZIXJO6,A1KRM3G53X07UP,bobmom,0,0,5,1318636800,Love this gum!,"I am an avid gum chewer. When I was told that I should quit any gum that was labeled ""sugar-free,"" I was crushed.  Then came the good news:  Chew gum made with xylitol. It's tasty with good flavor duration.  I am a fan."
387466,B001HTR2E0,A1KRMP4A6RAQ2S,Nicholas Borowitz,0,0,5,1331856000,LOVE,These are delicious!!!! I love them! The price was great too as they are $3 a piece at starbucks and $2 each at walmart.
203349,B0033HPPIY,A1KRNGGNSHTCJ7,Mhyson,0,0,5,1328572800,Yum-E,"The cinnamon roll flavored K cups are super delicious. I am not a fan of flavored coffee, I usually prefer a flavored creamer but this coffee is so yummy that I didn't even add creamer to my coffee! Talk about cutting calories!"
554332,B007OXJKF2,A1KRNGGNSHTCJ7,Mhyson,0,0,5,1328572800,Yum-E,"The cinnamon roll flavored K cups are super delicious. I am not a fan of flavored coffee, I usually prefer a flavored creamer but this coffee is so yummy that I didn't even add creamer to my coffee! Talk about cutting calories!"
120881,B001CHJ08I,A1KRO2O1BWI5ZN,Anthony M. Mutti,2,2,3,1269648000,Didn't care for it.,I really didn't like the taste.  A very bland flavor.  Timothys is much better.
211015,B001EO5Y52,A1KRO2O1BWI5ZN,Anthony M. Mutti,0,1,4,1204502400,A very satisfying cup of coffee!,If you like a bold cup of coffee then this is the one for you.  Highly recommended.
322919,B006N3I3Q6,A1KRO2O1BWI5ZN,Anthony M. Mutti,0,1,4,1204502400,A very satisfying cup of coffee!,If you like a bold cup of coffee then this is the one for you.  Highly recommended.
389852,B003A7LDXS,A1KRO2O1BWI5ZN,Anthony M. Mutti,25,27,5,1277337600,The best variety pack on amazon.,If you like Tully's coffee (I think it is the best k-Kup coffee) and also like variety this is a great deal. Unlike other variety packs you don't get unwanted teas or other slow moving weird flavors. Every coffee in the collection is delicious.
198591,B002AQL00G,A1KROKN7VZYPA4,"bk ""bernie kat""",0,0,5,1249171200,"Great cookies, thank you Betty Crocker","These cookies are good, chewy and have great flavor.  Next time I may try baking a slightly shorter time than recommended, as mine were a little too brown around the edges but otherwise, perfect.  My son (who does not have celiac) thought that they were fantastic and was disappointed the day after I made them when I had finished them off!  I just couldn't stop after missing good, fresh from the over cookies for years.<br /><br />I noticed a few negative reviews here from people who have not tried the products!  Shockingly, there is even one from someone plugging her own gluten free bakery and then hypocritically criticizing others for getting on the ""gluten free bandwagon"" since there are ""bucks to be made""! Well, it turns out that perhaps the larger manufacturer has the research money and testing facilities to get the taste RIGHT.  This mix (along with the yellow cake mix) is better than nearly all of the specialty mixes I have tried.  It is sad how many pans of cakes, brownies, blondies and cookies I have tossed in the garbage because they were inedible.<br /><br />Thank you Betty Crocker (General Mills) for making a very high-quality gluten free mix available in my regular grocery store!"
551990,B001EO5XYY,A1KROVIRE0G46G,Elizabeth A. Smith,0,1,5,1324166400,Ginger lovers will find it at Amazon.com,"Walkers Stem ginger Biscuits are excellent especislly if you are a ginger afficionado. They have nice chewy pieces of ginger with a crisp biscuit, are not terribly sweet. I have ordered them several times and given them away to family and friends who also love ginger."
198361,B000RHXI1O,A1KRPXO60X6FO6,J. Tryk,2,2,4,1261785600,Great for holiday cooking.,"I needed soft figs for a holiday recipe, and these were fairly uniform, with small or no stems (very little waste) and almost all intact. An excellent deal."
531447,B000H26JEW,A1KRPXO60X6FO6,J. Tryk,0,0,5,1265587200,My favorite seasoning...,"for steaks and chops.  I don't have them often, but when I do, this is my favorite ""enhancer"".  Parthenon Foods provides great service and a wide variety of options for Cavander's.  One wonderful use:  gournd lamb, Cavander's, herbs de provance, in small ""slider"" sized patties, served with mint sauce (vinegar, salt, sugar, dried mint, water).  A great light meal or appetizer."
550002,B001D0KG4G,A1KRQ6J52OBMT0,J. Hokett,0,0,4,1267315200,chai tea,"This chai tea is pretty good, much better than the Celestial seasonings. It still needs some vanilla latte creamer to make it thicker but the taste is pretty good."
322614,B000FL08AQ,A1KRQNLVQPNC8K,Curly girl,0,0,5,1208563200,Great stuff!,I had a friend introduce this to me so I bought it at Target. I loved it. It was great in my oatmel and coffee and it was much easier to pour than honey. I checked on Amazon and got it for a better price. The shipment was quick and nothing had leaked. I would definitely recommend this product.
78396,B001GB7IJI,A1KRQUPD8EFRKZ,Kellie Wright,0,1,5,1315267200,Always Delish!,"These small swedish fish arrived in good condition, fresh and yummy!  Recommend for any occasion, yummy on ice cream too!"
494677,B000ILMQF8,A1KRQUPD8EFRKZ,Kellie Wright,0,0,5,1326499200,"Low Cal, low fat treat!","I air pop popcorn and mist with pam spray as it comes out, then toss and coat with this wonderful product.  In 2 1/2 cups it has about 65 calories.  Don't drench in Pam, just mist lightly.  I like this flavor better than white cheddar or kettle so far.  Those are the ones I've tried.  Jalapeno is on its way!  If you don't want to spray your popcorn with an oil product of some type, this probably wouldn't stick to the popcorn very well and would not be worth it.  BUT OH MY, WE LOVE IT!"
22611,B002CJAOTY,A1KRR7KAF139Z8,Shanawhoo,0,0,5,1307491200,Kitty's Favorite,This is my cats favorite flavor!  She prefers Pate and Salmon is her favorite pate.  It is always hard to find in the stores and is always out if there's a sale.  Buy it here on the subscription plan to save even more money.  Your cat will love you!
265730,B006W5WH5S,A1KRR7KAF139Z8,Shanawhoo,0,0,5,1307491200,Tasty Treat,These are tasty.  Great Strawberry flavor.  Nice and crisp and only 100 calories.  I buy these on the subscription plan to save even more money.  I even ship these to my daughters!
270770,B001EO623A,A1KRR7KAF139Z8,Shanawhoo,0,0,5,1307491200,Ass Kickin Hot,Bought this for my husband who loves everything spicy.  He absolutely loved this jerky.  The only problem was he ran out!
301605,B003SWGHTU,A1KRR7KAF139Z8,Shanawhoo,3,3,5,1307491200,Its Ghiradelli,Fabulous yummy treat!  Love milk chocolate with caramel.  The caramel kind of oozes out when you take a bite!  Its delicious!
362729,B000VVP2II,A1KRRXW5SXE5GH,"Jeffrey A. Hanen ""JeffWeHo""",0,0,5,1323216000,Dogs Love Them!,"I was a bit surprised as some of the reviews here complained about the size. While not nearly as big as a standard pig ear, these make great tasty treats for my 60lb dogs. Much larger than I thought and I'm going to order a bunch more. Great price and product. A big 'Paws Up' from my two Boxers!"
383827,B004DXBBU8,A1KRRXW5SXE5GH,"Jeffrey A. Hanen ""JeffWeHo""",0,0,4,1323216000,Not too bad!,"Put some in a pan, mix with some coconut milk and you have an instant Curry Sauce that isn't too bad. I had to add a little bit of sugar to get the taste I like but am happy with this product. The instructions have you mix 50grams of the paste with 400ml of coconut milk. Good luck trying to measure 50 grams out. I had a small scale so it was easy for me."
502964,B000VVT9IC,A1KRRXW5SXE5GH,"Jeffrey A. Hanen ""JeffWeHo""",0,0,5,1323216000,Dogs Love Them!,"I was a bit surprised as some of the reviews here complained about the size. While not nearly as big as a standard pig ear, these make great tasty treats for my 60lb dogs. Much larger than I thought and I'm going to order a bunch more. Great price and product. A big 'Paws Up' from my two Boxers!"
55821,B000RUF8GY,A1KRSEDOGYE207,E. Martinez,0,2,1,1314316800,KILLED MY LAWN!,"I applied it per the directions, 3 days later I have great swaths of dead grass. I just sodded my front yard in March with Floratam, which cost me $1500. Now I'm on the phone with them trying to file a claim. If you value your lawn, don't use this stuff."
232374,B002IY2VL2,A1KRSEDOGYE207,E. Martinez,8,9,5,1302048000,Excellent Tea,"I'm about to order another cake. Last one lasted 3 months and I drink several cups a day. I use the paper disposable tea bags and, it couldnt be easier. Taste is excellent. Great value."
395145,B008TAWJ0W,A1KRSEDOGYE207,E. Martinez,8,9,5,1302048000,Excellent Tea,"I'm about to order another cake. Last one lasted 3 months and I drink several cups a day. I use the paper disposable tea bags and, it couldnt be easier. Taste is excellent. Great value."
75879,B001D630KW,A1KRSNRJ6UEFZB,Janet K. Schleh,0,1,2,1324339200,Not what I expected!,"Not really a good flavor if you are looking for something close to Starbucks. Way to heavy on the Pumpkin flavor, not sweet enough maybe?"
177565,B004U49QU2,A1KRU192RRYY42,loveflour,0,0,5,1338768000,DELICIOUS AND CHEAP!!,"Okay, I just saw a review that said these cookies costed them 4 bucks.  I just bought a pack for a dollar fifty ($1.50).  So that stated.<br /><br />THESE COOKIES WERE FABULOUSLY DEEEEELICIOUS.  SMH.  OH SO SAD HOW DELICIOUS THESE THINGS ARE.  IF YOU LOVE CHOCOLATE THESE ARE FOR YOU!!!<br />Now mind you when I saw and thought to buy these I thought of my last endeavor with nabisco and a new product.  Those horribly nasty chocolate covered oreos.  they were a waste of my money and I was pissed that I still had a whole pack left.  smh.<br /><br />But these cookies right here...  smh.  ridiculously delicious.  smh.  Mines were gooey, chewy, and oozing chocolate on my fingers as I ate them.  I just now looked to get another cookie out of this too small 10 ounce package and was pissed that I just ate the last one.  smh.<br /><br />But then maybe it's best that the pack is only 10 ounces.  cause being this good if there were more I'd inhale the whole package of that size just as quickly.<br /><br />Don't get discouraged by the white chips on the package.  The taste of chocolate in these cookies is so delicious and so intense that the white chips, (whatever they are) become nonexistent.<br /><br />I say this.  cause I don't like white chocolate, and it's one of the main reasons I was skeptical about buying these cookies.  buy them, try them for yourself.  Totally delicious.  If Nabisco continues to knock it out the park like this, maybe they'll make a comeback in my household.  cause I had stopped buying cookies from disappointment in what I've received in the recent past."
422871,B00317ES52,A1KRU80XJ05UZO,Lara E. Paulsen,0,0,5,1323388800,great healthy snack!,my 4yr old son loves these as well as all the children I babysit! Hard to find where I live so I will continue to purchase thru amazon...even set up auto delivery! great price and fast shipping
372977,B000LRFW5A,A1KRUAR745RF2P,Tania Estrada,0,0,1,1301529600,Old cookies.,I think this product had been in stock for years. They were not even squared because they had been manhandled; A whole lot of crumbs in the bag.
117132,B001J9SUHG,A1KRVGN2AT4A6S,"Kaitlin Paige ""Red Vixen""",0,0,4,1316995200,Gone!,"My dogs loved these.  They finished them within a few hours.  I was hoping that they would last longer, but the dogs loved them."
4653,B00263JWM6,A1KRXDEVOMLMU,cjrowe,1,1,5,1269561600,Best yet!!,Everyone here who's tried Exclusive Energy has been surprised by its unique ability to pleasantly refresh!<br />Hope it will become more readily available.
112450,B001GQ3E2S,A1KRYD9JXZXJRQ,Paul Gonzalez,1,1,5,1313798400,I Am Hooked!,"I LOVE peanut butter...plain and simple.  I'm always looking for a lower cal, healthy, flavorful peanut butter.  I know I will never find one that will totally be all of those things...but I will continue to try.  In the meantime, I read about this peanut butter brand and then looked it up online.  When I saw this flavor (cinnamon, peanut butter and raisins)...I thought yum!  I ordered and I was right.  It is soooo good!  I only allow myself to have it on weekends as it is a ""trigger food"" for me.  I have turned my friends onto this brand and flavor and they all love it!  Definitely more economical to order it through Amazon and split the order with friends.  I have found it in the stores, but for more money plus sales tax...is not worth me purchasing it!  You will not be sorry for trying this product and Amazon is definitely the way to get it!  :)"
122061,B005LNA5VK,A1KRYEH6EDGQ6E,"M. Aversano ""Myasworld""",0,0,5,1328659200,Good quality oil.,"Would recommend.  Keep in mind that it is a darker oil and more flavorful. Great for salads and meats, not sure about baking with it."
173831,B000GAO91K,A1KRYEH6EDGQ6E,"M. Aversano ""Myasworld""",0,0,5,1328659200,Good quality oil.,"Would recommend.  Keep in mind that it is a darker oil and more flavorful. Great for salads and meats, not sure about baking with it."
214701,B001KQAR24,A1KRYEH6EDGQ6E,"M. Aversano ""Myasworld""",1,1,5,1328659200,Great in smoothies,Would recommend for those who want a healthy lifestyle. Add to smoothies and you have a power drink.  Great for before or after a workout.
343032,B0012C7VLG,A1KRYEH6EDGQ6E,"M. Aversano ""Myasworld""",1,1,5,1328659200,Great in smoothies,Would recommend for those who want a healthy lifestyle. Add to smoothies and you have a power drink.  Great for before or after a workout.
353383,B005P0NLJ2,A1KRYEH6EDGQ6E,"M. Aversano ""Myasworld""",1,1,5,1328659200,Great in smoothies,Would recommend for those who want a healthy lifestyle. Add to smoothies and you have a power drink.  Great for before or after a workout.
366807,B000GAT6MM,A1KRYEH6EDGQ6E,"M. Aversano ""Myasworld""",1,1,5,1328659200,Great in smoothies,Would recommend for those who want a healthy lifestyle. Add to smoothies and you have a power drink.  Great for before or after a workout.
536532,B003H2RQ82,A1KRYQYB5NG6R8,Gravis,1,1,5,1298505600,"Very nice, one of my favorites!","These cookies are delicious... I was looking for an alternative to the junk out there that's loaded with extra preservatives and artificial sweeteners, and this stuff pretty much fit the bill.<br /><br />You can actually guess at what you're eating by looking at the box.  Very simple to understand, and the ingredients list isn't a mile long!  As an added plus, the preparation is VERY simple -- just an egg and a stick of butter, and you're off and running!<br /><br />Give them a try, and maybe you'll have a new favorite ;)"
213440,B0049J2LI2,A1KRYUIJSFUJ4I,"R. B. Andrews ""Brad""",0,0,4,1336608000,Odd but Reasonable Taste,"I have no idea what the traditional taste of these would be, but I find it bearable.  I would pick a more ""American"" beef taste, but I suspect the spices are intentionally more Oriental.<br /><br />I have been buying these at a local oriental market and find I can tolerate them for a period.  I don't think they deserve a 1 or 2 star rating because of that, though you should keep it in mind if you are really picky.<br /><br />I keep enjoying them in moderation and getting these shipped at this price is not bad at all."
218422,B002UTCI2M,A1KRYZW13V44HJ,Kandice N Daniels,0,0,5,1345075200,cat loves it!,I noticed that my 2 year old cat was not eating that much of the science diet so based on the reviews I went out and bought the 2 pound bag of this flavor. My cat like it. She eats a lot more since the switch the antioxidant pieces and all. Coat was dull before but now has a shine.
529042,B0065AOUKK,A1KRZB2K7O6XC,W. VANSUMER,0,0,5,1351209600,Yummy!,Got this for my brother & nephew and they just love it!!  Said it's better than regular hot chocolate. Allows whole family to use the Kuerig so not just for coffee.
432162,B000HBIHK2,A1KRZT3K1VF7KV,K. Sweeney,0,0,5,1283385600,Great Iced Tea,I love Cold Brew Iced Tea.  It is quick and easy to make and tastes great.  It is also low in caffeine (10mgs per 8 oz according to the box).<br /><br />Perfect tea every time.
56120,B00269WUTC,A1KRZTABS7DMVP,"Mr. Matthew J. Rasmussen ""mjrtoo""",12,12,5,1280620800,The best...hands down,"I've been buying Tilda rice for some time now and just felt it was right to post a small review.  It's by far the best rice I've ever tried.  As the other reviewers mention, when cooked the rice is so light and fluffy, not a ball of glue.  Perfect side dish!  I use the simple cooking instructions on the side.  Rinse the rice before boiling, heat up the water to boiling and dump the rice in.  Cook for about 10 minutes and then rinse in a colander with hot water to stop cooking.  Perfect every time!<br /><br />I've also purchased several times from the this vendor and have never had an issue, always prompt shipping and fresh product."
210047,B000G7X0NQ,A1KRZTABS7DMVP,"Mr. Matthew J. Rasmussen ""mjrtoo""",1,1,5,1167868800,Great healthy crunch.,"If your looking for a great source of complex carbs without the fat and sodium, look no further.  These cakes taste really great and have a crunch you wont believe.  I have them everyday for breakfast along with my protein and fruit.  A great healthy start to the day!"
260472,B000NMJWZO,A1KS073BYBGA28,M. D. Keener,2,2,4,1281052800,baking flour,My wife has used this product very successfully for the past year.  I would like to suggest that you group all your gluten free products at one site.  Then those gluten intolerant customers would not have to read and sort for the best product that they can.
256295,B0000TU8NK,A1KS0J93Z6ZA26,Maria,1,1,5,1316390400,Delicious!,"My boyfriend and I recently moved to the US and were very disappointed by the American style chorizo (yuck!). We decided to try ordering some stuff online and wow this product is probably one my best purchases ever! At first we bought three sausages - then once they were gone we bought five that we are currently working our way through. This product is the real stuff: it has wonderful taste (smoked paprika yuuum...) and just the right firm texture. Do buy the hot version though - don't worry, it's not very hot :-)"
159555,B001EO5XH6,A1KS0K1KDJ6DJD,Rebekah,0,0,5,1297209600,Very good product,A good olive oil especially for the price. This is the 2nd time we have bought this item and have been pleased everytime.
153295,B003VV3EDA,A1KS0RK1ZE84GT,kd,0,0,5,1327622400,These are really good bread crumbs,I use these bread crumbs for everything from chicken cutlets to jalapeno poppers. Not every one in our household must follow a gluten free diet.  Even those in the house that don't have to eat gluten free enjoy these.
121048,B000ETXO8M,A1KS2QODYWSBM6,Erik,2,7,1,1179100800,warning: super salty,"i like black licorice. i like salty licorice. but this double salt is way too much. all you can taste is the salt. and it burns your mouth. i had my order delivered to work and had about 15 people here sample it as well, and not one person liked it. take this as a warning."
96817,B000CQE3W8,A1KS2XOAG1LD24,K. Wilcox,1,1,5,1173484800,Love This Stuff,"These are little strips of goodness.  They taste great, they're healthy, and they're really easy to carry around in your pockets for snacking at any time of the day.  I love this stuff, and if you're willing to give it a fair shake, you will too."
342547,B000F4GPC8,A1KS2XOAG1LD24,K. Wilcox,10,10,4,1173484800,One Drawback,"The taste is OK, but not great.  The one thing about this that is somewhat annoying is that it's a two serving packet which means that it makes 16 ounces for liquid.  I really only want to eat up 8 ounces at a time.  That means I have to guess how much is half and then roll up the bag to save the remaining portion.  Even if I did want to eat the entire packet, I don't have a bowl that is 16 ounces (and all my bowls are perfectly normal sized).  The bottom line here is that there is nothing wrong with the taste of the soup (still, I'm not in love with it).  I just wish there was a better way of packaging.  I'm the only one eating it, and maybe that affects my opinion.  If you have more than one person in your family then it won't be a problem at all, and you can ignore everything I've said."
236863,B000HQRKYQ,A1KS5RBBCFBN49,John B Jacobs,0,0,5,1347408000,Escargot Review,"Excellent gourmet product, great price and timely delivery. Fast and easy preparation.  A dozen Roland Giant Snails (7.75 ounce can) with escargot butter and French bread make a wonderful addition to any dinner."
103554,B002Z08RIA,A1KS5ZNC3AJGFF,"D. Cheng ""Disco""",0,0,5,1325980800,The Real Deal.,"This coconut water tastes almost identical to that of the water from a freshly opened young coconut.<br />I found the sweetness, texture, and taste of Amy&Brian's coconut water to be nearly indistinguishable<br />from that of a freshly opened coconut.  Purchase if searching for authentic coconut water without the<br />hassle of opening up one yourself."
539678,B0036ZCXW4,A1KS6MOWKQW3S3,lgc,0,0,4,1334534400,Lezzo apple tea,"very good , I recommend it to those who love tea with bittersweet taste like this one. No tea bags, no mess, just pour the granulated mix in hot water and voila! Calories apart, it is great!!!,"
232124,B001EO6CRG,A1KS7TRQG8SZRE,Miki 2 Cats,0,0,5,1306713600,Sooooooo smooooooth!,"Great coffee!  The aroma is enticing, the flavor is bold, all in all, a great coffee experience!  Will make this a regular part of my day!"
509112,B006N3I1ZO,A1KS7TRQG8SZRE,Miki 2 Cats,0,0,5,1306713600,Sooooooo smooooooth!,"Great coffee!  The aroma is enticing, the flavor is bold, all in all, a great coffee experience!  Will make this a regular part of my day!"
15936,B000AS1LGE,A1KS8ZEJHQROXK,Glee,0,0,1,1259366400,Price too high!!!,"This product sells for $4.69 in New York City, the Bronx  and in<br />South Jersey (in Shoprite) for $4.69 a can.  Amazon is selling it for over five dollars a can, and you have to buy the case. Get it at the store. The formula is great just amazon has it over priced"
398198,B000162MSG,A1KS99ZEFEJ4P2,Nate Franklin,0,0,4,1135814400,tasty snack,These cookies are tasty.  At times they're a normal part of my daily diet.  I've eaten a bag for breakfast on multiple occasions.  Also try Trader Joe's vegan trail mix cookies for an alternative.  I can't decide which ones I like better.  TJ's are chewier.  Both rank as my favorite cookies.
